#! FIELDS sim_num sim_time rescaled_time
0	9.4985e-09	7.2970e-08
1	4.1667e-08	2.3837e-06
2	6.9275e-09	1.3846e-07
3	4.5989e-08	5.0343e-06
5	5.5820e-09	1.6480e-06
6	1.1162e-08	2.9246e-07
8	6.1480e-09	9.2318e-08
9	2.2717e-08	4.7519e-07
10	8.4620e-09	1.3254e-06
11	2.1970e-08	4.9556e-06
12	3.5240e-09	6.3568e-08
13	1.5483e-08	5.5919e-07
15	7.7965e-09	3.5164e-07
16	4.4610e-09	3.4660e-07
17	3.4695e-09	5.0229e-07
18	1.6397e-08	1.3074e-06
20	3.1515e-09	2.5570e-08
21	2.1958e-08	6.3555e-07
22	2.9408e-08	2.4076e-06
23	9.2895e-09	2.3930e-06
24	9.8465e-09	1.0359e-06
25	3.8429e-08	4.3978e-06
26	5.0928e-08	1.7824e-06
27	2.7874e-08	3.7249e-07
28	8.2025e-09	4.0201e-06
29	1.7647e-08	2.3645e-07
31	7.8965e-09	1.3508e-07
32	3.0210e-09	5.9004e-09
33	1.1112e-08	1.4479e-07
35	2.1494e-08	2.5713e-07
36	1.6251e-08	2.3420e-07
37	9.6110e-09	1.2525e-07
39	5.3655e-09	3.4508e-06
40	9.2940e-09	6.9176e-07
41	1.3937e-08	2.4374e-07
42	4.8450e-10	3.9491e-09
43	1.6245e-08	6.5793e-07
44	8.8200e-10	1.5669e-06
45	9.4275e-09	1.4439e-07
46	1.9286e-08	1.0311e-06
47	3.5434e-08	7.8127e-06
48	2.3885e-09	1.5073e-07
49	2.0069e-08	1.1767e-06
51	8.2550e-10	1.0095e-07
