#! FIELDS sim_num sim_time rescaled_time
0	1.6090e-09	1.0780e-03
1	5.9770e-09	2.6302e-03
3	4.5700e-09	1.0597e-03
4	1.1790e-09	1.6855e-03
7	4.0950e-10	4.7872e-04
9	1.4760e-09	2.0672e-03
11	7.4010e-09	4.3320e-03
12	2.2720e-09	1.2876e-03
13	6.5130e-09	9.6770e-03
16	2.1140e-09	7.9095e-04
19	3.7850e-10	6.7230e-04
21	7.3850e-10	8.1332e-05
23	5.3805e-09	8.7603e-03
25	1.4415e-09	8.9066e-04
26	6.3550e-10	1.1931e-03
28	1.5680e-09	9.2814e-04
29	2.5710e-09	4.2378e-03
30	4.1905e-09	3.5872e-03
31	3.1555e-09	5.0444e-03
33	1.2330e-09	8.0034e-05
34	4.3350e-10	6.2485e-05
36	7.3935e-09	9.5967e-03
38	2.4650e-09	8.1272e-04
39	3.6625e-09	1.4716e-03
40	4.1865e-09	1.0678e-03
41	6.2825e-09	3.6224e-04
42	1.6280e-09	3.7650e-04
43	5.8945e-09	1.2988e-03
44	3.6770e-09	5.1900e-04
45	4.9355e-09	6.3624e-05
46	2.9740e-09	3.8604e-03
47	3.6580e-09	3.0509e-03
48	2.2685e-09	4.9159e-04
49	9.1000e-10	5.6077e-04
